best_dev_sent_f1,best_dev_act_f1,best_test_sent_f1,best_test_act_f1,best_dev_test_sent_f1,best_dev_test_act_f1,learning rate,l2,dropout,hidden_dim,batch size,num_base,stack_num,margin_coefficient
68.398,73.57,55.475,61.197,55.475,58.984,0.001,0.0,0.3,300,16,-1,5,3
66.221,69.371,56.871,60.441,54.828,60.248,0.001,0.0,0.2,200,16,-1,2,1
70.848,73.839,57.34,61.288,57.34,58.87,0.001,0.0,0.3,300,16,-1,4,3
63.378,72.935,56.038,61.288,54.851,60.338,0.001,0.0,0.4,300,16,-1,3,3
70.865,64.799,56.323,60.37,56.323,59.346,0.001,0.0,0.2,200,16,-1,5,1
68.893,70.694,56.611,61.221,56.611,60.416,0.001,0.0,0.4,300,16,-1,2,3
64.414,67.051,55.573,60.42,55.121,60.42,0.001,0.0,0.5,300,16,-1,1,3
67.677,69.684,56.519,60.572,54.499,57.564,0.001,0.0,0.3,200,16,-1,3,1
67.999,73.033,55.732,61.573,55.318,59.464,0.001,0.0,0.4,300,16,-1,5,3
72.619,69.479,55.186,60.71,55.186,59.44,0.001,0.0,0.5,300,16,-1,4,3
68.066,71.56,55.729,61.428,54.495,59.143,0.001,0.0,0.4,200,16,-1,1,1
64.578,70.612,55.837,61.391,55.837,59.406,0.001,0.0,0.1,300,16,-1,2,4
63.47,62.602,55.022,60.659,55.022,59.212,0.001,0.0,0.5,300,16,-1,3,3
66.969,68.803,55.773,61.488,55.377,57.635,0.001,0.0,0.4,200,16,-1,4,1
65.647,68.204,56.054,59.884,53.665,59.85,0.001,0.0,0.1,300,16,-1,1,4
65.729,68.394,55.019,59.81,53.16,58.557,0.001,0.0,0.1,300,16,-1,5,4
71.746,72.269,55.62,60.543,55.62,59.049,0.001,0.0,0.5,200,16,-1,2,1
68.766,70.821,55.671,60.88,55.578,60.838,0.001,0.0,0.1,300,16,-1,4,4
62.742,71.636,54.595,61.085,54.595,57.264,0.001,0.0,0.2,300,16,-1,3,4
67.511,69.881,55.34,61.552,55.34,60.362,0.001,0.0,0.5,200,16,-1,5,1
66.253,69.103,55.074,61.585,54.971,59.527,0.001,0.0,0.2,300,16,-1,2,4
67.733,68.352,55.736,61.099,55.53,60.209,0.001,0.0,0.3,300,16,-1,1,4
64.583,72.338,57.251,60.425,57.251,58.339,0.001,0.0,0.1,200,16,-1,3,2
68.927,72.446,55.915,60.518,54.294,60.176,0.001,0.0,0.2,300,16,-1,5,4
68.214,70.466,55.675,60.862,55.675,59.37,0.001,0.0,0.3,300,16,-1,4,4
68.045,69.205,57.537,61.038,57.061,56.776,0.001,0.0,0.2,200,16,-1,1,2
68.904,74.562,55.55,60.793,53.818,59.404,0.001,0.0,0.3,300,16,-1,3,4
66.667,69.787,55.612,60.509,55.435,60.113,0.001,0.0,0.4,300,16,-1,2,4
69.54,68.022,56.287,60.496,55.323,59.009,0.001,0.0,0.2,200,16,-1,4,2
65.347,72.987,56.009,62.374,55.426,59.729,0.001,0.0,0.4,300,16,-1,1,4
67.117,73.912,56.893,60.677,56.893,59.417,0.001,0.0,0.4,300,16,-1,5,4
69.236,71.911,56.247,61.961,56.247,56.064,0.001,0.0,0.3,200,16,-1,2,2
66.615,73.737,55.286,61.579,55.286,57.781,0.001,0.0,0.4,300,16,-1,4,4
68.905,75.255,56.896,61.094,55.692,58.976,0.001,0.0,0.5,300,16,-1,3,4
71.451,69.7,56.478,62.872,56.309,59.487,0.001,0.0,0.3,200,16,-1,5,2
69.932,68.726,53.633,60.357,53.633,60.164,0.001,0.0,0.5,300,16,-1,2,4
66.5,68.313,57.285,60.629,55.285,59.229,0.001,0.0,0.1,300,16,-1,1,5
67.415,73.66,56.147,60.866,55.119,58.027,0.001,0.0,0.4,200,16,-1,3,2
59.243,71.037,55.37,61.481,55.37,60.789,0.001,0.0,0.5,300,16,-1,5,4
64.0,68.108,57.435,61.124,57.435,59.288,0.001,0.0,0.5,200,16,-1,1,2
65.153,71.018,55.092,60.511,54.835,60.511,0.001,0.0,0.1,300,16,-1,4,5
64.508,72.537,55.758,60.586,53.965,59.428,0.001,0.0,0.1,300,16,-1,3,5
69.504,69.565,54.676,60.811,54.103,59.757,0.001,0.0,0.2,300,16,-1,2,5
63.203,68.455,55.699,60.566,54.913,57.316,0.001,0.0,0.5,200,16,-1,4,2
63.768,68.674,54.132,61.122,53.144,60.551,0.001,0.0,0.2,300,16,-1,1,5
67.492,68.898,56.828,60.927,54.502,58.087,0.001,0.0,0.1,200,16,-1,2,3
67.999,73.442,54.999,61.506,54.553,60.109,0.001,0.0,0.2,300,16,-1,5,5
66.361,71.681,55.134,60.762,54.985,59.19,0.001,0.0,0.2,300,16,-1,4,5
68.189,74.666,56.371,60.699,56.371,58.534,0.001,0.0,0.3,300,16,-1,3,5
67.394,72.323,56.739,61.273,56.739,58.235,0.001,0.0,0.1,200,16,-1,5,3
69.784,72.853,55.638,60.737,54.937,58.899,0.001,0.0,0.3,300,16,-1,2,5
69.599,73.287,56.643,60.876,56.234,59.401,0.001,0.0,0.4,300,16,-1,1,5
67.827,72.433,56.66,61.643,56.407,59.115,0.001,0.0,0.2,200,16,-1,3,3
69.961,73.285,57.327,61.06,57.327,60.574,0.001,0.0,0.3,300,16,-1,5,5
66.369,73.219,56.137,60.983,55.263,54.429,0.001,0.0,0.3,200,16,-1,1,3
58.013,70.29,54.837,61.561,54.602,59.717,0.001,0.0,0.4,300,16,-1,4,5
59.557,66.77,56.523,60.21,56.523,60.21,0.001,0.0,0.4,300,16,-1,3,5
66.877,69.914,56.468,63.077,55.861,58.064,0.001,0.0,0.3,200,16,-1,4,3
63.486,70.551,55.492,60.483,53.771,59.712,0.001,0.0,0.5,300,16,-1,2,5
69.182,72.054,55.491,61.925,55.491,60.17,0.001,0.0,0.5,300,16,-1,1,5
68.775,70.139,55.777,60.789,55.027,59.438,0.001,0.0,0.4,200,16,-1,2,3
67.685,73.316,53.706,60.83,53.706,60.385,0.001,0.0,0.5,300,16,-1,5,5
69.722,66.823,55.208,60.506,53.152,60.072,0.001,0.0,0.5,300,16,-1,4,5
68.324,69.254,57.489,62.462,57.489,59.54,0.001,0.0,0.4,200,16,-1,5,3
69.18,71.472,55.699,60.883,55.445,58.293,0.001,0.0,0.1,200,16,-1,3,1
71.217,66.412,54.381,59.587,54.381,59.249,0.001,0.0,0.1,200,16,-1,2,1
69.088,66.801,56.797,60.538,55.143,59.087,0.001,0.0,0.2,200,16,-1,1,1
68.685,69.624,56.187,61.848,55.678,59.695,0.001,0.0,0.5,200,16,-1,3,3
65.633,67.183,56.571,60.695,56.4,60.695,0.001,0.0,0.1,200,16,-1,5,1
73.077,67.718,57.811,59.648,56.788,57.997,0.001,0.0,0.1,200,16,-1,1,4
62.143,72.724,57.608,61.346,55.734,58.087,0.001,0.0,0.2,200,16,-1,4,1
71.687,72.027,57.757,60.803,57.757,58.843,0.001,0.0,0.2,200,16,-1,3,1
69.396,68.524,56.481,60.861,55.827,59.045,0.001,0.0,0.3,200,16,-1,2,1
69.663,70.097,56.117,60.527,55.148,58.746,0.001,0.0,0.1,200,16,-1,4,4
68.627,67.756,55.545,60.672,55.545,59.593,0.001,0.0,0.3,200,16,-1,1,1
70.979,66.365,56.961,61.655,56.961,60.462,0.001,0.0,0.2,200,16,-1,2,4
70.247,69.897,55.36,62.755,55.014,61.128,0.001,0.0,0.3,200,16,-1,5,1
68.971,69.961,56.065,61.843,54.379,56.36,0.001,0.0,0.3,200,16,-1,4,1
71.034,72.616,55.98,61.083,55.98,57.389,0.001,0.0,0.4,200,16,-1,3,1
65.406,68.198,55.415,60.193,53.847,59.775,0.001,0.0,0.2,200,16,-1,5,4
70.288,70.675,55.786,60.65,55.26,59.036,0.001,0.0,0.4,200,16,-1,2,1
64.912,66.219,56.94,60.099,56.94,59.716,0.001,0.0,0.5,200,16,-1,1,1
69.722,71.351,56.145,60.915,56.145,56.853,0.001,0.0,0.3,200,16,-1,3,4
71.523,67.985,56.693,60.813,56.693,59.175,0.001,0.0,0.4,200,16,-1,5,1
66.831,55.313,56.081,60.854,55.619,58.522,0.001,0.0,0.5,200,16,-1,4,1
63.579,70.236,56.37,62.387,54.147,59.027,0.001,0.0,0.4,200,16,-1,1,4
68.595,72.184,55.489,62.29,54.964,57.944,0.001,0.0,0.5,200,16,-1,3,1
68.718,68.263,55.995,60.627,55.995,59.053,0.001,0.0,0.1,200,16,-1,2,2
67.737,70.983,55.74,60.946,55.721,58.571,0.001,0.0,0.4,200,16,-1,4,4
63.511,70.197,56.553,59.982,56.553,57.84,0.001,0.0,0.1,200,16,-1,1,2
67.879,67.828,55.816,61.687,54.848,60.882,0.001,0.0,0.1,200,16,-1,5,2
65.571,68.408,56.082,61.475,53.486,59.032,0.001,0.0,0.5,200,16,-1,2,4
68.206,71.112,55.889,60.29,54.645,57.741,0.001,0.0,0.1,200,16,-1,4,2
68.571,71.747,57.551,60.702,56.333,58.561,0.001,0.0,0.2,200,16,-1,3,2
64.407,72.222,55.843,60.756,55.447,58.005,0.001,0.0,0.5,200,16,-1,5,4
69.343,71.322,56.494,60.73,56.377,57.656,0.001,0.0,0.2,200,16,-1,2,2
69.328,69.963,56.857,60.86,55.537,59.561,0.001,0.0,0.3,200,16,-1,1,2
71.225,69.994,56.892,60.479,55.992,59.176,0.001,0.0,0.1,200,16,-1,3,5
71.541,68.554,55.522,61.858,55.522,59.662,0.001,0.0,0.2,200,16,-1,5,2
67.29,67.776,56.287,61.975,55.957,59.01,0.001,0.0,0.3,200,16,-1,4,2
67.224,69.662,58.436,60.467,55.674,59.209,0.001,0.0,0.2,200,16,-1,1,5
69.722,73.013,56.276,61.101,55.176,57.539,0.001,0.0,0.3,200,16,-1,3,2
66.775,72.923,55.619,60.9,55.619,58.866,0.001,0.0,0.4,200,16,-1,2,2
72.608,71.346,57.374,60.632,57.374,57.429,0.001,0.0,0.2,200,16,-1,4,5
70.384,69.517,57.608,61.223,57.608,58.618,0.001,0.0,0.4,200,16,-1,1,2
70.396,71.232,57.343,61.788,57.343,57.841,0.001,0.0,0.4,200,16,-1,5,2
64.181,67.123,55.951,60.945,54.23,59.29,0.001,0.0,0.3,200,16,-1,2,5
71.341,69.795,56.762,60.212,56.762,57.277,0.001,0.0,0.4,200,16,-1,4,2
65.53,73.41,55.185,63.349,55.185,59.879,0.001,0.0,0.5,200,16,-1,3,2
67.57,71.144,57.659,62.372,57.659,59.409,0.001,0.0,0.3,200,16,-1,5,5
65.01,74.518,55.252,60.848,55.252,59.646,0.001,0.0,0.5,200,16,-1,2,2
66.731,66.963,56.963,60.53,56.963,58.788,0.001,0.0,0.1,200,16,-1,1,3
71.0,69.281,55.976,61.321,55.404,59.702,0.001,0.0,0.4,200,16,-1,3,5
68.986,72.169,55.763,61.401,55.251,59.446,0.001,0.0,0.5,200,16,-1,5,2
68.348,68.5,56.29,60.417,55.882,59.237,0.001,0.0,0.1,200,16,-1,4,3
63.117,71.209,56.016,60.422,55.311,54.997,0.001,0.0,0.5,200,16,-1,1,5
64.958,49.141,57.571,60.926,57.309,59.779,0.001,0.0,0.1,200,16,-1,3,3
67.765,69.358,56.409,61.85,55.761,58.203,0.001,0.0,0.2,200,16,-1,2,3
68.027,72.204,55.172,61.863,55.172,59.16,0.001,0.0,0.5,200,16,-1,4,5
70.185,68.033,58.628,60.751,58.628,60.675,0.001,0.0,0.2,200,16,-1,1,3
69.182,70.383,56.146,60.759,55.92,59.329,0.001,0.0,0.2,200,16,-1,5,3
73.715,74.907,56.498,59.176,56.498,57.062,0.001,0.0,0.1,100,16,-1,2,1
69.268,71.564,56.903,61.707,56.472,57.524,0.001,0.0,0.2,200,16,-1,4,3
70.56,71.411,55.282,61.295,54.873,56.042,0.001,0.0,0.3,200,16,-1,3,3
74.691,72.107,57.014,61.248,56.945,55.255,0.001,0.0,0.1,100,16,-1,5,1
66.769,70.109,56.516,61.157,56.516,58.601,0.001,0.0,0.3,200,16,-1,2,3
67.786,66.119,57.397,62.018,57.397,59.85,0.001,0.0,0.4,200,16,-1,1,3
72.584,69.539,56.808,60.214,56.808,59.979,0.001,0.0,0.2,100,16,-1,3,1
69.84,70.708,56.475,62.121,56.296,57.715,0.001,0.0,0.3,200,16,-1,5,3
70.833,69.516,55.988,60.634,55.988,60.32,0.001,0.0,0.4,200,16,-1,4,3
68.248,74.538,57.806,60.539,57.159,58.457,0.001,0.0,0.3,100,16,-1,1,1
72.386,73.105,54.951,61.009,54.951,58.155,0.001,0.0,0.4,200,16,-1,3,3
64.499,63.417,55.76,62.737,54.826,60.776,0.001,0.0,0.5,200,16,-1,2,3
71.515,72.986,57.544,60.351,57.106,57.702,0.001,0.0,0.3,100,16,-1,4,1
65.652,67.052,54.496,60.856,54.145,60.127,0.001,0.0,0.5,200,16,-1,1,3
68.86,71.634,56.298,62.456,56.298,60.127,0.001,0.0,0.5,200,16,-1,5,3
74.846,69.762,56.705,58.672,56.705,57.024,0.001,0.0,0.4,100,16,-1,2,1
62.222,72.827,55.613,61.97,55.613,58.212,0.001,0.0,0.5,200,16,-1,4,3
67.333,71.706,55.635,60.757,54.601,56.106,0.001,0.0,0.1,200,16,-1,3,4
71.284,68.49,58.029,59.7,57.664,57.416,0.001,0.0,0.4,100,16,-1,5,1
67.857,68.417,56.563,60.489,56.563,57.87,0.001,0.0,0.1,200,16,-1,2,4
68.962,69.805,58.155,61.781,56.271,58.843,0.001,0.0,0.2,200,16,-1,1,4
63.063,72.816,55.755,58.871,55.652,54.164,0.001,0.0,0.5,100,16,-1,3,1
67.422,55.202,56.384,60.843,56.384,59.303,0.001,0.0,0.1,200,16,-1,5,4
69.033,69.409,56.097,60.975,55.322,58.332,0.001,0.0,0.2,200,16,-1,4,4
70.472,76.228,57.003,60.763,56.943,58.861,0.001,0.0,0.1,100,16,-1,1,2
70.386,72.237,56.541,60.942,55.351,58.329,0.001,0.0,0.2,200,16,-1,3,4
65.622,67.788,56.256,61.061,56.256,60.667,0.001,0.0,0.3,200,16,-1,2,4
72.917,75.516,59.732,60.279,57.142,55.781,0.001,0.0,0.1,100,16,-1,4,2
67.278,64.551,57.273,60.537,55.634,58.717,0.001,0.0,0.3,200,16,-1,1,4
67.982,70.264,56.448,61.778,56.448,58.577,0.001,0.0,0.3,200,16,-1,5,4
71.759,70.469,57.44,60.737,56.345,58.982,0.001,0.0,0.2,100,16,-1,2,2
67.204,70.257,56.354,60.627,56.258,57.135,0.001,0.0,0.3,200,16,-1,4,4
65.986,70.267,56.546,61.319,54.788,56.492,0.001,0.0,0.4,200,16,-1,3,4
69.354,73.75,56.894,61.103,56.386,57.775,0.001,0.0,0.2,100,16,-1,5,2
63.949,73.119,57.041,60.8,56.634,58.054,0.001,0.0,0.4,200,16,-1,2,4
63.556,67.521,53.614,60.961,52.557,59.244,0.001,0.0,0.5,200,16,-1,1,4
70.667,69.017,57.53,60.367,57.129,58.502,0.001,0.0,0.3,100,16,-1,3,2
69.694,72.146,57.235,61.508,57.235,60.425,0.001,0.0,0.4,200,16,-1,5,4
70.162,45.65,55.601,60.815,55.601,59.657,0.001,0.0,0.5,200,16,-1,4,4
67.175,69.967,56.528,59.747,54.768,55.842,0.001,0.0,0.4,100,16,-1,1,2
64.598,71.799,56.031,61.982,55.413,60.196,0.001,0.0,0.5,200,16,-1,3,4
65.801,68.151,57.407,60.451,57.407,60.259,0.001,0.0,0.1,200,16,-1,2,5
70.923,71.332,57.806,59.712,55.213,56.249,0.001,0.0,0.4,100,16,-1,4,2
66.222,68.715,58.221,62.337,57.552,57.579,0.001,0.0,0.1,200,16,-1,1,5
72.917,64.38,56.829,61.832,56.829,60.24,0.001,0.0,0.1,200,16,-1,5,5
67.31,69.365,56.271,58.113,56.271,54.648,0.001,0.0,0.5,100,16,-1,2,2
65.476,68.084,56.997,61.819,56.484,59.919,0.001,0.0,0.1,200,16,-1,4,5
68.927,71.089,56.334,59.941,55.896,58.198,0.001,0.0,0.2,200,16,-1,3,5
65.858,70.552,58.116,59.916,58.116,58.2,0.001,0.0,0.5,100,16,-1,5,2
67.451,71.698,57.956,61.781,55.419,57.634,0.001,0.0,0.2,200,16,-1,2,5
66.707,69.063,57.143,60.953,57.07,59.322,0.001,0.0,0.3,200,16,-1,1,5
70.147,68.172,57.53,59.843,56.418,58.781,0.001,0.0,0.1,100,16,-1,3,3
69.694,56.876,56.168,61.545,56.168,59.873,0.001,0.0,0.2,200,16,-1,5,5
66.32,71.134,57.224,61.512,55.682,57.893,0.001,0.0,0.3,200,16,-1,4,5
70.621,62.831,56.483,59.832,55.91,57.129,0.001,0.0,0.2,100,16,-1,1,3
70.22,69.734,57.222,60.985,57.222,59.401,0.001,0.0,0.3,200,16,-1,3,5
65.558,68.642,56.74,61.585,56.74,59.698,0.001,0.0,0.4,200,16,-1,2,5
69.872,70.945,57.958,60.334,57.958,60.334,0.001,0.0,0.2,100,16,-1,4,3
68.817,73.252,56.703,61.32,56.703,58.355,0.001,0.0,0.4,200,16,-1,1,5
71.605,70.141,56.433,59.653,54.57,57.037,0.001,0.0,0.3,100,16,-1,2,3
70.626,72.603,57.853,60.96,57.853,58.842,0.001,0.0,0.4,200,16,-1,5,5
70.592,72.801,56.838,61.553,55.624,56.742,0.001,0.0,0.4,200,16,-1,4,5
71.631,74.904,57.943,60.487,55.362,54.904,0.001,0.0,0.3,100,16,-1,5,3
62.817,75.026,55.628,61.564,54.174,58.842,0.001,0.0,0.5,200,16,-1,3,5
64.481,72.6,55.547,60.88,54.621,59.989,0.001,0.0,0.5,200,16,-1,2,5
72.871,72.463,56.796,61.756,56.057,59.621,0.001,0.0,0.1,100,16,-1,1,1
65.212,70.239,55.969,60.657,55.651,57.872,0.001,0.0,0.4,100,16,-1,3,3
59.655,69.243,55.517,60.288,54.003,58.099,0.001,0.0,0.5,100,16,-1,1,3
69.94,69.724,55.979,59.975,55.962,59.194,0.001,0.0,0.5,200,16,-1,5,5
72.029,74.55,56.727,60.068,55.013,57.714,0.001,0.0,0.1,100,16,-1,4,1
67.143,65.924,55.613,59.943,55.613,57.669,0.001,0.0,0.5,100,16,-1,4,3
73.632,71.124,56.463,59.671,56.241,55.405,0.001,0.0,0.1,100,16,-1,3,1
74.247,71.259,57.218,60.0,56.842,55.623,0.001,0.0,0.2,100,16,-1,2,1
72.989,71.873,57.936,59.561,56.987,56.79,0.001,0.0,0.2,100,16,-1,1,1
68.184,73.752,56.339,59.244,56.305,54.934,0.001,0.0,0.1,100,16,-1,2,4
66.257,72.981,57.417,61.27,57.417,55.256,0.001,0.0,0.2,100,16,-1,5,1
72.109,72.843,56.843,61.032,55.349,56.849,0.001,0.0,0.2,100,16,-1,4,1
70.828,74.627,57.879,59.519,57.879,56.969,0.001,0.0,0.1,100,16,-1,5,4
73.184,70.691,57.055,60.873,57.055,56.581,0.001,0.0,0.3,100,16,-1,3,1
73.773,71.481,57.909,59.939,57.089,55.327,0.001,0.0,0.3,100,16,-1,2,1
67.948,71.716,57.677,60.425,57.159,56.679,0.001,0.0,0.2,100,16,-1,3,4
66.354,71.381,56.415,59.219,55.7,56.633,0.001,0.0,0.4,100,16,-1,1,1
69.537,72.785,55.95,60.679,55.674,58.305,0.001,0.0,0.3,100,16,-1,1,4
73.135,74.573,57.402,59.791,57.357,55.675,0.001,0.0,0.3,100,16,-1,5,1
69.236,69.434,58.916,58.186,55.897,54.531,0.001,0.0,0.4,100,16,-1,4,1
71.884,74.576,57.663,61.691,56.493,55.891,0.001,0.0,0.3,100,16,-1,4,4
72.167,69.118,56.96,59.59,56.96,57.44,0.001,0.0,0.5,100,16,-1,2,1
71.264,69.761,56.58,59.264,56.58,55.533,0.001,0.0,0.4,100,16,-1,3,1
64.286,73.159,57.39,60.192,57.39,56.943,0.001,0.0,0.4,100,16,-1,2,4
66.264,70.213,57.863,58.322,57.05,57.369,0.001,0.0,0.5,100,16,-1,1,1
68.01,73.317,57.846,59.429,57.479,56.115,0.001,0.0,0.5,100,16,-1,5,1
69.537,71.25,58.786,59.907,57.062,56.356,0.001,0.0,0.5,100,16,-1,4,1
69.396,66.965,56.438,58.802,56.419,58.224,0.001,0.0,0.4,100,16,-1,5,4
69.471,63.271,56.952,60.976,56.811,58.531,0.001,0.0,0.1,100,16,-1,3,2
73.0,74.182,56.934,60.218,56.934,54.966,0.001,0.0,0.1,100,16,-1,2,2
64.545,75.36,54.082,59.039,54.082,57.58,0.001,0.0,0.5,100,16,-1,3,4
69.662,69.837,57.596,60.338,56.461,59.865,0.001,0.0,0.2,100,16,-1,1,2
67.32,69.069,56.334,61.279,55.495,57.962,0.001,0.0,0.1,100,16,-1,1,5
74.264,77.36,57.057,61.096,56.385,55.564,0.001,0.0,0.1,100,16,-1,5,2
70.518,70.857,57.555,60.213,57.03,58.411,0.001,0.0,0.2,100,16,-1,4,2
72.797,73.572,57.948,59.937,57.822,55.81,0.001,0.0,0.1,100,16,-1,4,5
73.8,68.789,55.938,61.832,55.776,58.506,0.001,0.0,0.3,100,16,-1,2,2
69.889,69.227,57.714,60.437,55.706,56.155,0.001,0.0,0.2,100,16,-1,3,2
66.261,70.132,56.68,60.09,55.176,56.857,0.001,0.0,0.3,100,16,-1,1,2
69.991,74.72,57.592,60.243,57.592,57.51,0.001,0.0,0.2,100,16,-1,2,5
68.506,36.124,57.806,61.758,56.788,58.348,0.001,0.0,0.3,100,16,-1,5,2
72.146,73.783,57.437,61.441,57.437,57.132,0.001,0.0,0.3,100,16,-1,4,2
68.895,71.216,55.734,60.515,55.418,58.653,0.001,0.0,0.4,100,16,-1,3,2
71.795,72.241,57.483,60.471,57.483,58.655,0.001,0.0,0.2,100,16,-1,5,5
67.95,72.922,59.41,59.411,56.958,56.491,0.001,0.0,0.4,100,16,-1,2,2
62.731,67.117,55.936,58.668,55.543,57.53,0.001,0.0,0.5,100,16,-1,1,2
69.722,70.487,57.702,60.499,56.32,57.427,0.001,0.0,0.3,100,16,-1,3,5
69.787,68.829,56.621,60.261,55.846,55.373,0.001,0.0,0.5,100,16,-1,4,2
70.417,73.305,57.584,58.938,57.584,55.901,0.001,0.0,0.4,100,16,-1,5,2
66.222,73.994,57.157,59.358,57.157,56.954,0.001,0.0,0.4,100,16,-1,1,5
69.937,71.058,56.721,59.634,55.687,58.099,0.001,0.0,0.1,100,16,-1,2,3
67.296,72.053,56.502,59.3,53.659,56.294,0.001,0.0,0.5,100,16,-1,3,2
66.798,70.18,56.984,60.054,56.847,57.459,0.001,0.0,0.4,100,16,-1,4,5
67.1,72.136,56.508,60.939,56.43,56.068,0.001,0.0,0.1,100,16,-1,1,3
69.29,74.343,59.519,60.191,57.385,55.032,0.001,0.0,0.1,100,16,-1,5,3
61.779,69.935,55.007,59.074,54.111,58.139,0.001,0.0,0.5,100,16,-1,2,5
70.474,70.54,56.707,59.999,56.488,55.203,0.001,0.0,0.2,100,16,-1,3,3
73.718,74.252,58.343,60.679,58.343,55.033,0.001,0.0,0.1,100,16,-1,4,3
66.203,75.472,57.136,60.357,57.136,55.461,0.001,0.0,0.5,100,16,-1,5,5
71.704,72.852,57.408,61.049,56.072,59.471,0.001,0.0,0.3,100,16,-1,1,3
70.847,71.414,57.491,59.827,57.491,55.772,0.001,0.0,0.2,100,16,-1,2,3
66.667,72.619,56.356,60.767,53.951,58.384,0.001,0.0,0.1,128,16,-1,3,1
72.109,71.786,58.232,60.358,56.415,54.755,0.001,0.0,0.3,100,16,-1,4,3
68.35,74.06,57.262,61.224,56.86,55.437,0.001,0.0,0.2,100,16,-1,5,3
65.856,67.42,57.397,60.288,55.81,59.881,0.001,0.0,0.2,128,16,-1,1,1
68.151,75.764,58.104,59.755,58.104,58.096,0.001,0.0,0.4,100,16,-1,2,3
71.356,71.126,58.786,59.954,56.703,56.664,0.001,0.0,0.3,100,16,-1,3,3
66.495,67.685,56.774,59.79,56.774,59.361,0.001,0.0,0.2,128,16,-1,4,1
64.945,70.387,55.812,60.894,53.888,58.105,0.001,0.0,0.4,100,16,-1,1,3
68.831,78.518,56.757,60.127,56.719,57.83,0.001,0.0,0.4,100,16,-1,5,3
68.407,63.738,56.6,60.427,56.6,60.427,0.001,0.0,0.3,128,16,-1,2,1
68.483,68.27,57.653,59.727,56.78,57.867,0.001,0.0,0.4,100,16,-1,4,3
67.376,71.699,55.236,60.14,54.452,59.072,0.001,0.0,0.5,100,16,-1,3,3
67.538,32.31,58.383,60.468,57.224,60.137,0.001,0.0,0.3,128,16,-1,5,1
67.04,71.366,56.258,59.509,56.258,57.437,0.001,0.0,0.1,100,16,-1,1,4
63.821,70.554,55.543,57.421,54.413,55.971,0.001,0.0,0.5,100,16,-1,2,3
67.692,69.315,56.223,59.546,56.223,58.562,0.001,0.0,0.4,128,16,-1,3,1
71.319,74.368,57.889,60.166,57.125,55.061,0.001,0.0,0.1,100,16,-1,4,4
65.08,73.105,57.844,59.53,56.258,58.759,0.001,0.0,0.5,100,16,-1,5,3
69.333,72.943,55.31,60.716,55.31,55.362,0.001,0.0,0.5,128,16,-1,1,1
69.315,73.162,57.629,59.868,56.176,55.407,0.001,0.0,0.2,100,16,-1,2,4
70.789,72.529,56.975,61.552,56.975,55.785,0.001,0.0,0.1,100,16,-1,3,4
70.363,71.226,56.844,59.314,56.844,58.192,0.001,0.0,0.5,128,16,-1,4,1
66.5,69.233,56.627,60.487,56.627,59.211,0.001,0.0,0.2,100,16,-1,1,4
66.667,73.59,56.545,60.016,56.545,58.514,0.001,0.0,0.1,128,16,-1,2,2
70.177,70.079,57.949,61.234,55.894,58.894,0.001,0.0,0.2,100,16,-1,5,4
66.917,71.897,56.818,59.367,56.508,58.301,0.001,0.0,0.1,128,16,-1,5,2
67.878,72.605,57.112,60.139,57.028,54.694,0.001,0.0,0.2,100,16,-1,4,4
68.167,72.439,57.02,59.494,57.02,55.752,0.001,0.0,0.3,100,16,-1,3,4
68.519,72.146,57.707,60.322,56.692,59.255,0.001,0.0,0.2,128,16,-1,3,2
70.833,69.663,56.264,59.019,56.264,57.44,0.001,0.0,0.3,100,16,-1,2,4
66.403,69.782,57.157,60.271,57.157,58.267,0.001,0.0,0.4,100,16,-1,1,4
69.479,64.996,55.5,59.938,55.277,59.256,0.001,0.0,0.3,128,16,-1,1,2
67.23,70.652,58.763,59.501,56.772,56.469,0.001,0.0,0.4,100,16,-1,4,4
71.922,74.107,57.447,61.013,55.93,59.25,0.001,0.0,0.3,100,16,-1,5,4
68.0,72.116,56.998,61.173,55.804,59.841,0.001,0.0,0.3,128,16,-1,4,2
64.583,67.096,54.103,59.309,54.103,58.485,0.001,0.0,0.5,100,16,-1,2,4
64.087,74.029,57.131,59.643,57.131,57.853,0.001,0.0,0.4,100,16,-1,3,4
62.097,68.519,55.679,60.792,54.507,58.846,0.001,0.0,0.4,128,16,-1,2,2
63.823,68.266,53.828,58.651,50.639,57.031,0.001,0.0,0.5,100,16,-1,1,4
60.238,67.924,56.311,58.707,56.311,58.398,0.001,0.0,0.5,100,16,-1,5,4
70.899,66.194,55.488,60.181,54.231,58.901,0.001,0.0,0.4,128,16,-1,5,2
64.84,69.926,55.987,60.125,55.609,56.35,0.001,0.0,0.5,100,16,-1,4,4
67.942,72.299,57.518,61.631,55.832,56.304,0.001,0.0,0.1,100,16,-1,3,5
68.207,71.054,53.754,59.99,53.592,58.771,0.001,0.0,0.5,128,16,-1,3,2
69.288,69.239,56.233,58.551,56.134,56.759,0.001,0.0,0.1,100,16,-1,2,5
63.922,70.783,55.995,61.022,55.807,57.931,0.001,0.0,0.2,100,16,-1,1,5
68.717,71.128,54.907,59.913,52.681,59.297,0.001,0.0,0.1,128,16,-1,1,3
67.1,74.438,57.706,60.555,56.534,55.218,0.001,0.0,0.2,100,16,-1,4,5
