best_dev_sent_f1,best_dev_act_f1,best_test_sent_f1,best_test_act_f1,best_dev_test_sent_f1,best_dev_test_act_f1,learning rate,l2,dropout,hidden_dim,batch size,num_base,stack_num,margin_coefficient
69.961,68.33,55.464,59.859,55.097,57.52,0.001,1e-08,0.1,256,16,-1,1,4
67.203,49.39,55.959,60.409,54.384,59.587,0.001,1e-08,0.1,256,16,-1,4,2
67.477,69.588,56.184,61.695,56.184,60.519,0.001,1e-08,0.2,256,16,-1,3,2
66.354,65.185,56.081,61.437,56.081,60.649,0.001,1e-08,0.1,256,16,-1,4,4
67.878,72.7,57.849,61.226,57.849,60.26,0.001,1e-08,0.2,256,16,-1,2,2
66.223,72.401,53.974,61.104,53.34,58.918,0.001,1e-08,0.3,256,16,-1,1,2
66.396,72.717,55.717,61.259,55.365,59.469,0.001,1e-08,0.2,256,16,-1,2,4
68.428,72.057,56.095,61.231,53.75,59.636,0.001,1e-08,0.2,256,16,-1,5,2
73.444,74.506,56.167,61.063,56.167,58.52,0.001,1e-08,0.3,256,16,-1,4,2
59.444,71.24,56.429,62.031,56.429,59.609,0.001,1e-08,0.2,256,16,-1,5,4
65.705,44.58,55.403,60.986,54.066,59.451,0.001,1e-08,0.3,256,16,-1,3,2
67.949,72.168,56.198,61.537,55.775,57.942,0.001,1e-08,0.4,256,16,-1,2,2
65.16,70.087,56.526,61.063,55.589,59.667,0.001,1e-08,0.3,256,16,-1,3,4
65.672,73.62,55.823,60.735,55.823,58.22,0.001,1e-08,0.4,256,16,-1,1,2
64.611,71.508,55.393,61.8,55.393,59.813,0.001,1e-08,0.4,256,16,-1,1,4
60.232,70.448,55.357,62.044,55.357,59.434,0.001,1e-08,0.4,256,16,-1,5,2
69.211,71.918,57.897,60.368,57.897,60.228,0.001,1e-08,0.4,256,16,-1,4,2
66.47,67.27,55.493,61.29,55.493,60.612,0.001,1e-08,0.4,256,16,-1,4,4
61.972,65.586,55.491,60.076,55.491,59.113,0.001,1e-08,0.5,256,16,-1,3,2
63.244,64.035,55.862,61.111,53.386,60.891,0.001,1e-08,0.5,256,16,-1,2,2
67.311,68.558,55.531,61.606,55.531,60.83,0.001,1e-08,0.5,256,16,-1,2,4
66.84,71.364,56.396,60.771,54.669,58.872,0.001,1e-08,0.1,256,16,-1,1,3
65.041,58.217,53.8,61.497,53.8,61.315,0.001,1e-08,0.5,256,16,-1,5,4
63.659,71.466,55.712,61.925,55.712,59.651,0.001,1e-08,0.5,256,16,-1,5,2
67.979,71.477,54.707,60.482,53.996,58.863,0.001,1e-08,0.1,256,16,-1,4,3
63.007,68.447,56.799,60.639,55.192,60.639,0.001,1e-08,0.1,256,16,-1,3,5
65.48,74.395,56.383,60.922,56.383,59.08,0.001,1e-08,0.1,256,16,-1,3,3
66.997,71.263,56.508,60.713,56.508,58.781,0.001,1e-08,0.2,256,16,-1,2,3
66.261,70.959,56.604,61.427,54.98,59.91,0.001,1e-08,0.2,256,16,-1,1,5
68.08,70.527,55.247,61.41,55.247,60.562,0.001,1e-08,0.2,256,16,-1,1,3
61.553,70.641,55.519,61.255,55.519,60.288,0.001,1e-08,0.2,256,16,-1,5,3
70.56,72.776,57.15,60.341,56.469,59.342,0.001,1e-08,0.2,256,16,-1,4,5
61.474,75.073,55.713,62.227,55.713,58.301,0.001,1e-08,0.2,256,16,-1,4,3
64.318,69.989,55.525,60.937,54.578,60.104,0.001,1e-08,0.3,256,16,-1,3,3
68.519,70.733,56.314,61.023,55.887,60.009,0.001,1e-08,0.3,256,16,-1,2,5
60.314,71.283,54.748,61.454,53.916,61.243,0.001,1e-08,0.3,256,16,-1,2,3
67.157,71.484,55.383,60.091,55.383,59.996,0.001,1e-08,0.4,256,16,-1,1,3
65.405,60.028,56.019,60.5,54.541,59.652,0.001,1e-08,0.3,256,16,-1,5,5
62.911,71.453,55.705,60.353,55.705,59.775,0.001,1e-08,0.3,256,16,-1,5,3
65.152,71.545,56.14,60.056,56.14,58.964,0.001,1e-08,0.4,256,16,-1,4,3
60.737,70.854,57.384,61.523,56.334,59.647,0.001,1e-08,0.4,256,16,-1,3,5
63.628,66.521,55.891,60.57,55.891,58.769,0.001,1e-08,0.4,256,16,-1,3,3
67.146,71.247,54.537,60.382,54.537,59.819,0.001,1e-08,0.5,256,16,-1,2,3
61.905,71.332,53.901,60.022,51.534,58.477,0.001,1e-08,0.5,256,16,-1,1,5
65.815,68.496,52.77,60.215,52.77,59.507,0.001,1e-08,0.5,256,16,-1,1,3
52.459,71.505,52.313,60.598,49.59,56.908,0.001,1e-08,0.5,256,16,-1,4,5
68.009,74.194,55.884,60.674,55.884,59.93,0.001,1e-08,0.5,256,16,-1,5,3
62.257,69.171,52.587,59.618,52.587,58.0,0.001,1e-08,0.5,256,16,-1,4,3
62.538,65.943,54.983,62.057,54.655,58.511,0.001,1e-08,0.1,512,16,-1,2,1
66.94,66.865,57.646,61.272,56.228,60.207,0.001,1e-08,0.1,256,16,-1,3,4
65.149,71.288,56.771,60.266,55.61,59.263,0.001,1e-08,0.1,256,16,-1,2,4
71.21,67.909,55.339,60.283,55.339,57.695,0.001,1e-08,0.1,512,16,-1,5,1
71.164,71.08,53.994,61.794,53.994,59.278,0.001,1e-08,0.2,256,16,-1,1,4
66.619,68.37,55.07,60.843,55.07,59.644,0.001,1e-08,0.1,256,16,-1,5,4
65.195,0.0,54.845,60.438,54.845,60.438,0.001,1e-08,0.2,512,16,-1,3,1
60.024,72.919,56.592,61.39,53.871,60.834,0.001,1e-08,0.2,256,16,-1,4,4
60.943,70.177,55.531,61.149,55.531,60.381,0.001,1e-08,0.2,256,16,-1,3,4
65.769,70.977,56.441,59.548,56.441,56.826,0.001,1e-08,0.3,512,16,-1,1,1
64.015,72.567,56.716,60.913,56.234,60.403,0.001,1e-08,0.3,256,16,-1,2,4
64.713,68.551,55.355,61.702,55.355,60.518,0.001,1e-08,0.3,256,16,-1,1,4
69.785,68.102,55.514,60.031,55.514,58.777,0.001,1e-08,0.3,512,16,-1,4,1
66.667,69.537,56.171,61.425,56.171,59.723,0.001,1e-08,0.3,256,16,-1,5,4
62.745,66.68,54.082,59.896,54.082,59.097,0.001,1e-08,0.4,512,16,-1,2,1
67.689,71.268,55.623,60.484,55.375,58.822,0.001,1e-08,0.3,256,16,-1,4,4
64.342,70.568,56.697,61.365,56.697,59.819,0.001,1e-08,0.4,256,16,-1,3,4
67.36,68.841,53.646,59.577,53.243,59.125,0.001,1e-08,0.4,512,16,-1,5,1
67.76,70.142,56.42,61.491,56.42,57.249,0.001,1e-08,0.4,256,16,-1,2,4
67.1,70.703,53.131,60.604,53.131,56.492,0.001,1e-08,0.5,256,16,-1,1,4
71.605,67.285,55.29,60.158,55.29,57.508,0.001,1e-08,0.5,512,16,-1,3,1
64.902,72.179,55.214,60.711,53.345,59.389,0.001,1e-08,0.4,256,16,-1,5,4
59.388,69.666,51.589,61.404,51.589,60.017,0.001,1e-08,0.5,256,16,-1,4,4
67.362,69.976,56.611,60.492,55.135,57.176,0.001,1e-08,0.1,512,16,-1,1,2
66.122,74.235,53.38,60.897,52.532,59.064,0.001,1e-08,0.5,256,16,-1,3,4
68.53,68.547,55.454,61.319,54.634,59.809,0.001,1e-08,0.1,256,16,-1,2,5
68.762,63.375,56.034,61.278,56.034,58.996,0.001,1e-08,0.1,512,16,-1,4,2
67.204,69.299,54.444,59.335,54.07,58.569,0.001,1e-08,0.1,256,16,-1,1,5
65.41,68.426,55.087,59.742,55.087,58.491,0.001,1e-08,0.1,256,16,-1,5,5
65.663,64.058,56.427,59.476,54.173,58.6,0.001,1e-08,0.2,512,16,-1,2,2
62.383,67.656,55.409,61.634,55.303,59.907,0.001,1e-08,0.1,256,16,-1,4,5
63.194,69.346,55.792,61.056,55.792,58.651,0.001,1e-08,0.2,256,16,-1,3,5
64.199,66.277,56.21,59.81,56.21,58.348,0.001,1e-08,0.2,512,16,-1,5,2
66.764,71.658,57.691,60.799,55.887,60.614,0.001,1e-08,0.2,256,16,-1,2,5
68.312,71.335,56.448,61.826,55.469,59.238,0.001,1e-08,0.3,256,16,-1,1,5
63.821,32.31,55.473,60.2,55.368,59.245,0.001,1e-08,0.3,512,16,-1,3,2
67.544,70.309,56.11,61.226,56.11,60.192,0.001,1e-08,0.2,256,16,-1,5,5
60.639,69.034,53.994,59.462,53.994,58.543,0.001,1e-08,0.4,512,16,-1,1,2
70.96,73.731,56.193,62.109,56.193,54.907,0.001,1e-08,0.3,256,16,-1,4,5
63.592,70.55,55.62,61.1,55.62,59.468,0.001,1e-08,0.3,256,16,-1,3,5
62.131,72.604,54.483,60.147,54.483,56.29,0.001,1e-08,0.4,512,16,-1,4,2
71.021,73.534,55.948,61.234,55.504,59.28,0.001,1e-08,0.4,256,16,-1,2,5
67.018,64.156,55.074,61.08,54.866,60.024,0.001,1e-08,0.4,256,16,-1,1,5
60.778,67.542,52.847,60.836,52.521,58.949,0.001,1e-08,0.5,512,16,-1,2,2
64.368,69.753,56.104,60.676,56.104,59.664,0.001,1e-08,0.4,256,16,-1,5,5
61.823,67.814,53.658,61.734,53.525,59.893,0.001,1e-08,0.4,256,16,-1,4,5
60.629,68.225,52.813,60.686,52.813,60.368,0.001,1e-08,0.5,512,16,-1,5,2
65.237,66.674,54.02,60.266,54.02,59.919,0.001,1e-08,0.5,256,16,-1,3,5
61.343,73.188,55.212,61.024,54.285,59.321,0.001,1e-08,0.5,256,16,-1,2,5
68.857,68.869,56.113,60.068,56.113,58.651,0.001,1e-08,0.1,512,16,-1,3,3
65.324,68.072,55.376,60.7,54.061,59.368,0.001,1e-08,0.1,512,16,-1,1,1
64.784,66.698,54.276,60.168,54.276,59.027,0.001,1e-08,0.2,512,16,-1,1,3
63.492,61.507,52.388,61.564,52.272,60.958,0.001,1e-08,0.5,256,16,-1,5,5
68.115,38.209,56.242,59.949,56.242,58.518,0.001,1e-08,0.1,512,16,-1,4,1
63.425,67.697,55.495,60.017,55.495,58.435,0.001,1e-08,0.2,512,16,-1,4,3
67.614,66.507,54.376,59.951,54.376,59.002,0.001,1e-08,0.1,512,16,-1,3,1
67.232,68.356,55.123,59.654,55.123,57.797,0.001,1e-08,0.2,512,16,-1,2,1
66.653,71.082,56.609,61.334,56.609,60.167,0.001,1e-08,0.3,512,16,-1,2,3
67.2,67.692,56.096,60.147,56.096,58.206,0.001,1e-08,0.2,512,16,-1,1,1
68.573,69.314,55.94,60.634,55.94,58.593,0.001,1e-08,0.2,512,16,-1,5,1
69.567,68.274,55.132,60.648,54.593,56.302,0.001,1e-08,0.3,512,16,-1,5,3
66.371,70.678,55.707,59.936,55.703,58.141,0.001,1e-08,0.2,512,16,-1,4,1
64.319,66.893,54.224,60.683,54.224,60.161,0.001,1e-08,0.4,512,16,-1,3,3
62.132,44.556,55.592,60.658,54.588,58.075,0.001,1e-08,0.3,512,16,-1,3,1
67.046,69.292,55.037,60.647,53.555,56.977,0.001,1e-08,0.3,512,16,-1,2,1
64.864,66.63,54.092,59.454,54.092,58.037,0.001,1e-08,0.5,512,16,-1,1,3
69.211,68.869,55.87,60.832,54.944,58.578,0.001,1e-08,0.4,512,16,-1,1,1
66.795,70.527,54.885,60.366,54.885,57.374,0.001,1e-08,0.3,512,16,-1,5,1
59.907,66.708,55.289,60.152,55.289,60.152,0.001,1e-08,0.5,512,16,-1,4,3
64.52,67.925,54.794,60.669,54.794,58.805,0.001,1e-08,0.4,512,16,-1,4,1
64.915,66.92,54.515,60.684,54.515,60.054,0.001,1e-08,0.4,512,16,-1,3,1
68.317,68.935,56.578,60.827,55.71,60.827,0.001,1e-08,0.1,512,16,-1,2,4
66.498,68.0,53.664,60.655,52.948,59.554,0.001,1e-08,0.5,512,16,-1,2,1
66.742,68.728,55.143,58.439,54.117,58.038,0.001,1e-08,0.5,512,16,-1,1,1
65.58,69.406,54.641,59.858,54.305,57.747,0.001,1e-08,0.1,512,16,-1,5,4
65.278,64.478,55.5,60.336,55.5,59.715,0.001,1e-08,0.5,512,16,-1,5,1
66.484,70.693,54.376,59.82,54.376,58.622,0.001,1e-08,0.5,512,16,-1,4,1
62.879,71.08,54.938,60.74,54.938,58.094,0.001,1e-08,0.2,512,16,-1,3,4
64.765,68.299,56.67,59.874,56.67,58.904,0.001,1e-08,0.1,512,16,-1,3,2
65.943,69.094,56.338,59.387,56.338,59.387,0.001,1e-08,0.1,512,16,-1,2,2
63.713,67.965,55.6,60.082,55.6,59.534,0.001,1e-08,0.3,512,16,-1,1,4
62.602,68.038,56.378,60.272,56.378,58.323,0.001,1e-08,0.2,512,16,-1,1,2
66.585,66.707,55.564,59.846,55.049,58.136,0.001,1e-08,0.1,512,16,-1,5,2
67.765,42.276,54.825,59.836,54.825,58.959,0.001,1e-08,0.3,512,16,-1,4,4
65.98,47.598,54.531,60.459,54.531,59.164,0.001,1e-08,0.2,512,16,-1,4,2
64.631,69.132,52.947,61.184,52.315,59.014,0.001,1e-08,0.2,512,16,-1,3,2
66.648,71.805,54.013,60.101,54.013,58.694,0.001,1e-08,0.4,512,16,-1,2,4
65.894,69.793,54.208,59.18,54.208,57.622,0.001,1e-08,0.3,512,16,-1,2,2
62.263,71.158,54.242,60.214,54.04,58.172,0.001,1e-08,0.3,512,16,-1,1,2
65.088,49.594,54.365,60.495,54.365,58.837,0.001,1e-08,0.4,512,16,-1,5,4
68.214,69.232,56.283,60.426,54.52,57.516,0.001,1e-08,0.3,512,16,-1,5,2
68.506,69.516,54.825,59.829,54.589,57.637,0.001,1e-08,0.3,512,16,-1,4,2
63.622,59.56,55.279,60.625,54.528,59.673,0.001,1e-08,0.5,512,16,-1,3,4
64.143,56.255,54.034,59.5,54.034,58.971,0.001,1e-08,0.4,512,16,-1,3,2
62.757,68.109,54.584,60.628,54.584,59.526,0.001,1e-08,0.4,512,16,-1,2,2
69.719,71.116,57.519,60.472,57.519,57.623,0.001,1e-08,0.1,512,16,-1,1,5
65.015,70.323,54.299,59.54,54.299,59.323,0.001,1e-08,0.5,512,16,-1,1,2
64.912,72.049,54.554,60.687,53.949,60.373,0.001,1e-08,0.4,512,16,-1,5,2
64.629,72.205,56.289,61.348,56.289,59.507,0.001,1e-08,0.1,512,16,-1,4,5
62.923,66.26,53.419,59.961,51.686,59.961,0.001,1e-08,0.5,512,16,-1,4,2
64.759,65.872,54.278,59.544,53.64,59.544,0.001,1e-08,0.5,512,16,-1,3,2
69.259,71.528,58.059,59.939,54.731,58.414,0.001,1e-08,0.2,512,16,-1,2,5
67.764,67.81,55.899,59.712,55.899,57.586,0.001,1e-08,0.1,512,16,-1,2,3
60.052,70.599,53.897,59.742,53.897,58.251,0.001,1e-08,0.1,512,16,-1,1,3
62.848,68.893,54.564,60.482,54.564,59.99,0.001,1e-08,0.2,512,16,-1,5,5
63.444,32.512,54.674,59.124,54.674,58.36,0.001,1e-08,0.1,512,16,-1,5,3
67.135,69.005,56.282,60.039,54.849,58.951,0.001,1e-08,0.1,512,16,-1,4,3
66.412,32.31,56.562,59.507,54.307,58.741,0.001,1e-08,0.3,512,16,-1,3,5
65.385,72.112,53.259,60.244,52.926,59.404,0.001,1e-08,0.2,512,16,-1,3,3
61.506,67.48,54.356,60.041,54.356,58.59,0.001,1e-08,0.2,512,16,-1,2,3
61.707,69.545,52.944,60.433,52.362,59.4,0.001,1e-08,0.4,512,16,-1,1,5
67.723,66.578,54.136,60.386,54.136,58.703,0.001,1e-08,0.3,512,16,-1,1,3
65.182,68.328,54.97,60.532,52.395,57.55,0.001,1e-08,0.2,512,16,-1,5,3
63.75,62.811,53.623,59.609,53.568,59.609,0.001,1e-08,0.4,512,16,-1,4,5
66.19,71.001,54.759,59.716,54.722,59.716,0.001,1e-08,0.3,512,16,-1,4,3
67.988,69.698,54.404,61.044,54.404,58.753,0.001,1e-08,0.5,512,16,-1,2,5
65.831,63.952,55.405,60.196,55.003,59.607,0.001,1e-08,0.3,512,16,-1,3,3
65.714,50.348,53.685,60.167,53.086,59.242,0.001,1e-08,0.4,512,16,-1,2,3
64.242,66.991,53.833,60.358,52.966,59.211,0.001,1e-08,0.4,512,16,-1,1,3
64.481,68.617,52.461,60.404,52.024,60.249,0.001,1e-08,0.5,512,16,-1,5,5
63.167,68.838,54.807,59.537,54.081,58.295,0.001,1e-08,0.4,512,16,-1,5,3
66.835,71.224,54.362,58.575,54.362,56.382,0.001,1e-08,0.4,512,16,-1,4,3
67.088,73.037,56.058,60.643,56.058,58.91,0.001,0.0,0.1,300,16,-1,3,1
62.238,66.172,53.976,59.636,53.584,59.636,0.001,1e-08,0.5,512,16,-1,3,3
69.879,72.706,56.327,61.572,55.305,59.092,0.001,0.0,0.2,300,16,-1,1,1
65.146,67.984,54.522,60.448,53.991,59.002,0.001,1e-08,0.5,512,16,-1,2,3
68.871,70.442,55.796,59.607,55.796,57.684,0.001,1e-08,0.1,512,16,-1,1,4
67.343,71.227,54.84,60.997,54.84,60.908,0.001,0.0,0.2,300,16,-1,4,1
62.912,68.704,52.58,59.695,52.58,59.695,0.001,1e-08,0.5,512,16,-1,5,3
65.646,68.981,55.933,60.244,55.933,58.689,0.001,1e-08,0.1,512,16,-1,4,4
66.667,71.533,55.296,61.121,55.088,58.728,0.001,0.0,0.3,300,16,-1,2,1
70.417,68.252,55.964,60.442,55.964,59.185,0.001,1e-08,0.1,512,16,-1,3,4
67.39,66.26,55.276,60.467,55.276,57.592,0.001,1e-08,0.2,512,16,-1,2,4
71.242,73.872,55.524,61.575,54.774,59.5,0.001,0.0,0.3,300,16,-1,5,1
63.787,70.157,54.771,61.659,54.771,59.219,0.001,1e-08,0.2,512,16,-1,1,4
69.197,69.813,55.57,60.606,55.57,57.373,0.001,1e-08,0.2,512,16,-1,5,4
67.816,73.939,55.815,61.664,54.534,59.577,0.001,0.0,0.4,300,16,-1,3,1
63.499,67.654,56.244,60.353,54.872,59.268,0.001,1e-08,0.2,512,16,-1,4,4
67.814,37.393,55.775,60.083,55.07,59.167,0.001,1e-08,0.3,512,16,-1,3,4
63.127,63.402,55.364,60.862,55.364,60.747,0.001,0.0,0.5,300,16,-1,1,1
66.158,69.82,56.002,59.814,55.367,58.431,0.001,1e-08,0.3,512,16,-1,2,4
64.631,68.444,55.929,59.587,55.929,58.669,0.001,1e-08,0.4,512,16,-1,1,4
64.0,69.584,55.147,61.804,54.987,60.836,0.001,0.0,0.5,300,16,-1,4,1
66.94,70.438,55.892,60.419,54.376,57.747,0.001,1e-08,0.3,512,16,-1,5,4
65.438,68.13,55.188,61.155,54.267,59.183,0.001,1e-08,0.4,512,16,-1,4,4
69.362,71.707,55.339,60.839,55.339,59.536,0.001,0.0,0.1,300,16,-1,2,2
66.224,58.49,53.088,59.932,52.397,58.89,0.001,1e-08,0.5,512,16,-1,2,4
68.189,70.161,54.054,60.612,53.828,59.637,0.001,1e-08,0.4,512,16,-1,3,4
69.366,55.42,55.125,60.697,54.907,58.595,0.001,0.0,0.1,300,16,-1,5,2
64.616,69.341,53.942,60.743,53.942,57.654,0.001,1e-08,0.5,512,16,-1,1,4
64.729,71.184,53.068,60.428,52.423,60.059,0.001,1e-08,0.5,512,16,-1,5,4
67.607,69.131,55.591,61.241,53.702,60.258,0.001,0.0,0.2,300,16,-1,3,2
65.576,40.497,53.501,59.259,51.575,58.878,0.001,1e-08,0.5,512,16,-1,4,4
69.418,71.354,56.459,61.219,56.459,60.239,0.001,0.0,0.3,300,16,-1,1,2
60.571,67.815,54.819,58.985,53.982,58.037,0.001,1e-08,0.1,512,16,-1,3,5
64.706,40.055,54.741,60.94,54.741,60.441,0.001,1e-08,0.1,512,16,-1,2,5
67.816,73.233,55.681,60.538,55.01,58.115,0.001,1e-08,0.2,512,16,-1,1,5
69.148,69.696,56.569,60.902,55.815,60.034,0.001,0.0,0.3,300,16,-1,4,2
70.429,72.403,56.147,61.552,55.052,59.552,0.001,0.0,0.4,300,16,-1,2,2
64.0,68.108,55.342,59.462,54.527,58.389,0.001,1e-08,0.2,512,16,-1,4,5
65.766,71.113,56.08,61.429,56.08,58.686,0.001,1e-08,0.1,512,16,-1,5,5
69.333,73.173,55.756,61.488,55.498,60.003,0.001,0.0,0.4,300,16,-1,5,2
64.13,68.245,56.592,61.064,56.592,58.972,0.001,1e-08,0.3,512,16,-1,2,5
66.582,69.035,55.555,60.181,53.093,57.873,0.001,1e-08,0.2,512,16,-1,3,5
69.863,72.875,56.538,60.616,56.538,59.625,0.001,0.0,0.5,300,16,-1,3,2
66.098,67.223,56.747,60.815,56.747,60.09,0.001,1e-08,0.3,512,16,-1,1,5
68.206,68.77,55.975,60.691,55.975,58.731,0.001,1e-08,0.3,512,16,-1,5,5
65.189,67.803,55.459,60.71,55.459,60.017,0.001,0.0,0.1,300,16,-1,1,3
68.895,70.658,56.239,60.237,55.769,58.989,0.001,1e-08,0.3,512,16,-1,4,5
64.796,72.211,55.967,59.829,55.967,56.56,0.001,1e-08,0.4,512,16,-1,3,5
65.26,52.564,55.456,60.229,54.561,60.229,0.001,0.0,0.1,300,16,-1,4,3
66.28,69.654,53.912,60.751,53.912,57.551,0.001,1e-08,0.4,512,16,-1,2,5
55.699,67.537,52.732,60.184,52.732,59.184,0.001,1e-08,0.5,512,16,-1,1,5
68.203,70.481,54.757,62.266,54.146,59.817,0.001,0.0,0.2,300,16,-1,2,3
63.76,72.91,54.023,60.871,53.468,57.963,0.001,1e-08,0.4,512,16,-1,5,5
65.294,69.66,53.743,60.254,53.743,59.877,0.001,1e-08,0.5,512,16,-1,4,5
68.891,70.941,55.496,60.657,54.147,58.542,0.001,0.0,0.2,300,16,-1,5,3
69.333,72.051,54.21,60.448,54.21,59.883,0.001,0.0,0.1,300,16,-1,2,1
67.579,68.199,53.793,60.404,53.465,59.552,0.001,1e-08,0.5,512,16,-1,3,5
67.224,70.659,55.698,61.564,55.322,59.964,0.001,0.0,0.3,300,16,-1,3,3
67.759,73.667,55.176,61.27,55.176,59.082,0.001,0.0,0.1,300,16,-1,1,1
70.29,73.977,55.796,60.698,55.796,60.575,0.001,0.0,0.1,300,16,-1,5,1
64.103,72.257,54.88,61.26,54.445,58.779,0.001,0.0,0.4,300,16,-1,1,3
66.985,70.686,56.218,60.788,56.218,59.22,0.001,0.0,0.1,300,16,-1,4,1
65.675,71.357,55.272,60.36,55.196,59.769,0.001,0.0,0.2,300,16,-1,3,1
66.395,70.534,57.46,62.258,57.46,61.484,0.001,0.0,0.4,300,16,-1,4,3
69.449,72.83,55.028,60.802,55.028,59.957,0.001,0.0,0.2,300,16,-1,2,1
68.421,69.867,56.556,61.384,56.556,60.893,0.001,0.0,0.3,300,16,-1,1,1
69.457,72.565,54.662,60.128,53.041,59.839,0.001,0.0,0.5,300,16,-1,2,3
65.78,74.83,55.404,62.501,55.404,59.532,0.001,0.0,0.2,300,16,-1,5,1
69.804,72.266,57.824,62.171,57.067,60.615,0.001,0.0,0.3,300,16,-1,4,1
61.144,73.339,55.231,60.324,55.231,59.05,0.001,0.0,0.5,300,16,-1,5,3
68.942,70.982,56.209,60.961,55.416,60.846,0.001,0.0,0.4,300,16,-1,2,1
71.164,71.44,57.233,61.419,57.233,59.369,0.001,0.0,0.3,300,16,-1,3,1
66.595,70.524,55.834,60.829,55.834,60.193,0.001,0.0,0.1,300,16,-1,3,4
66.071,74.456,56.156,61.523,55.744,58.969,0.001,0.0,0.4,300,16,-1,1,1
71.612,75.328,55.512,61.405,55.512,59.497,0.001,0.0,0.4,300,16,-1,5,1
70.099,66.729,56.491,60.492,55.239,60.492,0.001,0.0,0.2,300,16,-1,1,4
63.978,0.0,55.752,61.432,55.645,59.168,0.001,0.0,0.4,300,16,-1,4,1
64.216,74.832,55.504,60.899,55.504,57.456,0.001,0.0,0.5,300,16,-1,3,1
68.365,69.141,55.008,60.718,54.965,60.718,0.001,0.0,0.5,300,16,-1,2,1
63.773,68.309,55.688,61.123,55.557,59.412,0.001,0.0,0.2,300,16,-1,4,4
66.427,69.7,56.754,60.458,56.634,59.818,0.001,0.0,0.1,300,16,-1,1,2
63.366,67.652,55.639,61.004,55.639,59.947,0.001,0.0,0.3,300,16,-1,2,4
65.72,70.565,55.301,60.503,54.629,59.705,0.001,0.0,0.1,300,16,-1,4,2
69.697,73.831,54.883,61.929,54.829,58.83,0.001,0.0,0.5,300,16,-1,5,1
64.479,70.999,56.984,60.453,56.496,59.878,0.001,0.0,0.3,300,16,-1,5,4
66.137,73.629,56.058,61.144,55.756,58.2,0.001,0.0,0.2,300,16,-1,2,2
67.972,71.184,54.679,60.436,54.679,60.096,0.001,0.0,0.1,300,16,-1,3,2
66.775,76.232,55.66,62.231,55.66,60.427,0.001,0.0,0.4,300,16,-1,3,4
65.834,72.697,55.354,60.276,55.354,58.586,0.001,0.0,0.2,300,16,-1,1,2
67.117,70.525,54.671,61.069,53.029,60.927,0.001,0.0,0.2,300,16,-1,5,2
64.245,52.795,55.638,61.073,54.847,60.455,0.001,0.0,0.5,300,16,-1,1,4
67.816,32.512,56.246,62.07,55.466,59.483,0.001,0.0,0.2,300,16,-1,4,2
61.193,71.807,55.397,61.474,55.397,58.192,0.001,0.0,0.3,300,16,-1,3,2
66.507,66.543,54.507,60.637,53.619,59.661,0.001,0.0,0.5,300,16,-1,4,4
62.331,72.999,54.851,61.439,54.618,58.014,0.001,0.0,0.4,300,16,-1,1,2
70.804,74.065,54.389,61.771,53.56,58.7,0.001,0.0,0.3,300,16,-1,2,2
66.667,70.996,55.967,59.094,55.181,58.406,0.001,0.0,0.1,300,16,-1,2,5
64.835,74.523,55.213,60.976,55.213,57.241,0.001,0.0,0.4,300,16,-1,4,2
70.33,38.99,56.184,61.131,56.184,60.39,0.001,0.0,0.3,300,16,-1,5,2
73.03,74.026,56.146,60.327,53.903,59.42,0.001,0.0,0.1,300,16,-1,5,5
65.185,69.2,53.576,61.107,53.354,59.894,0.001,0.0,0.5,300,16,-1,2,2
69.97,70.214,56.05,62.005,55.496,60.35,0.001,0.0,0.4,300,16,-1,3,2
68.609,68.984,57.226,60.914,57.226,60.914,0.001,0.0,0.2,300,16,-1,3,5
66.872,72.997,56.79,61.067,55.538,59.56,0.001,0.0,0.3,300,16,-1,1,5
64.769,70.096,54.474,60.442,54.442,60.442,0.001,0.0,0.5,300,16,-1,1,2
67.794,71.935,56.354,61.364,56.354,60.191,0.001,0.0,0.5,300,16,-1,5,2
69.412,63.194,56.512,61.581,54.839,60.469,0.001,0.0,0.3,300,16,-1,4,5
67.647,68.609,55.07,60.829,55.07,60.51,0.001,0.0,0.5,300,16,-1,4,2
65.893,70.378,56.251,60.974,55.594,59.843,0.001,0.0,0.1,300,16,-1,3,3
67.944,71.232,56.783,61.032,55.999,59.278,0.001,0.0,0.4,300,16,-1,2,5
67.757,69.786,55.712,60.094,55.712,58.296,0.001,0.0,0.1,300,16,-1,2,3
67.9,67.95,56.332,61.228,56.332,60.775,0.001,0.0,0.2,300,16,-1,1,3
67.262,72.071,55.024,61.332,55.024,59.837,0.001,0.0,0.4,300,16,-1,5,5
68.707,72.092,55.333,61.284,55.115,58.847,0.001,0.0,0.2,300,16,-1,4,3
70.867,71.732,55.132,59.889,54.015,56.652,0.001,0.0,0.1,300,16,-1,5,3
68.0,62.27,56.922,61.654,56.922,60.693,0.001,0.0,0.5,300,16,-1,3,5
70.716,72.764,55.065,60.882,54.859,58.183,0.001,0.0,0.3,300,16,-1,2,3
70.315,72.602,57.539,61.196,54.798,60.433,0.001,0.0,0.2,300,16,-1,3,3
69.354,72.544,57.541,60.297,56.06,58.657,0.001,0.0,0.1,200,16,-1,1,1
64.373,71.725,54.726,61.354,54.726,60.623,0.001,0.0,0.3,300,16,-1,1,3
68.167,70.631,56.671,60.429,55.202,58.677,0.001,0.0,0.1,200,16,-1,4,1
